Nom gare;Code Gare;Type jour;Year;Date de comptage;Ligne;Tranche horaire;Montants
CERGY SAINT-CHRISTOPHE;87382499;Samedi;2014.0;2014-05-17;A;De 6h à 10h;962
NEUVILLE UNIVERSITE;87334482;Dimanche;2014.0;2014-05-18;A;De 16h à 20h;397
CERGY PREFECTURE;87381905;Samedi;2014.0;2014-05-17;A;De 10h à 16h;5085
ACHERES GRAND CORMIER;87386052;JOB;2018.0;2018-03-27;A;Après 20h;40
SEVRAN BEAUDOTTES;87271445;JOB;2014.0;2014-03-27;B;Après 20h;685
VILLEPINTE;87271452;Dimanche;2014.0;2014-03-30;B;De 10h à 16h;804
MAISONS LAFFITTE;87386425;Samedi;2014.0;2014-05-17;A;Avant 6h;61
MITRY CLAYE;87271528;Samedi;2014.0;2014-03-29;B;De 16h à 20h;512
SARTROUVILLE;87386417;Dimanche;2014.0;2014-05-18;A;Avant 6h;34
VERT GALANT;87271437;JOB;2014.0;2014-03-27;B;De 16h à 20h;2216
VILLEPARISIS MITRY LE NEUF;87271510;Samedi;2014.0;2014-03-29;B;De 16h à 20h;912
LA COURNEUVE AUBERVILLIERS;87271304;Dimanche;2014.0;2014-03-30;B;De 16h à 20h;3875
SEVRAN BEAUDOTTES;87271445;Samedi;2014.0;2014-03-29;B;De 6h à 10h;2001
LE BLANC MESNIL;87271478;Samedi;2014.0;2014-03-29;B;De 6h à 10h;952
LE BLANC MESNIL;87271478;Dimanche;2014.0;2014-03-30;B;Après 20h;278
AULNAY SOUS BOIS;87271411;Dimanche;2014.0;2014-03-30;B;Avant 6h;172
VILLEPINTE;87271452;Dimanche;2014.0;2014-03-30;B;De 6h à 10h;355
VILLEPINTE;87271452;JOB;2014.0;2014-03-27;B;De 10h à 16h;784
VILLEPINTE;87271452;Samedi;2014.0;2014-03-29;B;Après 20h;309
VILLEPINTE;87271452;Samedi;2014.0;2014-03-29;B;Avant 6h;105
VILLEPARISIS MITRY LE NEUF;87271510;JOB;2014.0;2014-03-27;B;Avant 6h;157
LE BLANC MESNIL;87271478;Samedi;2014.0;2014-03-29;B;De 10h à 16h;1476
SEVRAN LIVRY;87271429;Dimanche;2014.0;2014-03-30;B;De 10h à 16h;1802
PARIS NORD;87271007;Dimanche;2014.0;2014-03-30;B;De 16h à 20h;24845
MITRY CLAYE;87271528;Samedi;2014.0;2014-03-29;B;De 6h à 10h;419
PARIS NORD;87271007;JOB;2014.0;2014-03-27;B;De 10h à 16h;35345
MITRY CLAYE;87271528;JOB;2014.0;2014-03-27;B;Après 20h;215
DRANCY;87271403;JOB;2014.0;2014-03-27;B;De 10h à 16h;2737
MITRY CLAYE;87271528;JOB;2014.0;2014-03-27;B;Avant 6h;66
LE BOURGET;87271395;JOB;2014.0;2014-03-27;B;Avant 6h;973
CERGY SAINT-CHRISTOPHE;87382499;Dimanche;2014.0;2014-05-18;A;De 10h à 16h;1581
CERGY SAINT-CHRISTOPHE;87382499;Samedi;2014.0;2014-05-17;A;De 16h à 20h;1728
CERGY SAINT-CHRISTOPHE;87382499;JOB;2018.0;2018-03-27;A;De 10h à 16h;2726
NEUVILLE UNIVERSITE;87334482;Samedi;2014.0;2014-05-17;A;De 16h à 20h;408
MAISONS LAFFITTE;87386425;Dimanche;2014.0;2014-05-18;A;De 10h à 16h;1884
CERGY SAINT-CHRISTOPHE;87382499;JOB;2018.0;2018-03-27;A;Après 20h;401
CERGY PREFECTURE;87381905;JOB;2018.0;2018-03-27;A;De 10h à 16h;5344
CERGY PREFECTURE;87381905;JOB;2018.0;2018-03-27;A;De 6h à 10h;4959
CERGY PREFECTURE;87381905;Samedi;2014.0;2014-05-17;A;Après 20h;1405
ACHERES VILLE;87381657;JOB;2018.0;2018-03-27;A;Après 20h;104
AEROPORT CHARLES DE GAULLE 1;87271460;Samedi;2014.0;2014-03-29;B;Après 20h;741
LA PLAINE STADE DE FRANCE;87164798;Samedi;2014.0;2014-03-29;B;De 10h à 16h;4069
SEVRAN BEAUDOTTES;87271445;Samedi;2014.0;2014-03-29;B;Après 20h;1002
LE BOURGET;87271395;Dimanche;2014.0;2014-03-30;B;De 10h à 16h;4133
PARIS NORD;87271007;Samedi;2014.0;2014-03-29;B;De 6h à 10h;16089
SAINT-QUENTIN EN YVELINES;87393843;JOB;2017.0;2017-04-25;C;De 10h à 16h;1132
JOUFFROY TOCQUEVILLE;87881111;Dimanche;2017.0;2017-04-23;C;De 16h à 20h;2
MAROLLES EN HUREPOIX;87545186;JOB;2017.0;2017-04-25;C;De 16h à 20h;259
ERMONT EAUBONNE;87276055;Dimanche;2017.0;2017-04-23;C;De 10h à 16h;1211
NEUILLY PORTE MAILLOT;87381020;JOB;2017.0;2017-04-25;C;Après 20h;944
MUSEE D'ORSAY;87547307;JOB;2017.0;2017-04-25;C;De 16h à 20h;4648
INVALIDES;87393033;Dimanche;2017.0;2017-04-23;C;De 16h à 20h;3203
PARIS AUSTERLITZ;87547026;JOB;2017.0;2017-04-25;C;Avant 6h;108
LES ARDOINES;87492108;JOB;2017.0;2017-04-25;C;De 6h à 10h;1496
JAVEL;87393066;Dimanche;2017.0;2017-04-23;C;De 10h à 16h;1063
LA NORVILLE SAINT-GERMAIN LES ARPAJON;87545459;JOB;2017.0;2017-04-25;C;De 10h à 16h;166
SAINT-MARTIN D'ETAMPES;87545350;JOB;2017.0;2017-04-25;C;De 16h à 20h;155
LES ARDOINES;87492108;Dimanche;2017.0;2017-04-23;C;De 6h à 10h;262
JOUY EN JOSAS;87393512;JOB;2017.0;2017-04-25;C;De 16h à 20h;741
LONGJUMEAU;87393611;Dimanche;2017.0;2017-04-23;C;De 6h à 10h;24
SAINT-CHERON;87545509;JOB;2017.0;2017-04-25;C;De 6h à 10h;558
LONGJUMEAU;87393611;Dimanche;2017.0;2017-04-23;C;Avant 6h;3
EGLY;87545475;Dimanche;2017.0;2017-04-23;C;De 6h à 10h;33
SAINT-CYR;87393223;JOB;2017.0;2017-04-25;C;Avant 6h;19
ISSY;87393074;JOB;2017.0;2017-04-25;C;Après 20h;195
SAINTE-GENEVIEVE DES BOIS;87545210;JOB;2017.0;2017-04-25;C;De 16h à 20h;980
DOURDAN LA FORET;87540179;Dimanche;2017.0;2017-04-23;C;De 6h à 10h;0
LES GRESILLONS;87272146;Dimanche;2017.0;2017-04-23;C;De 10h à 16h;504
SAVIGNY SUR ORGE;87545236;JOB;2017.0;2017-04-25;C;De 16h à 20h;3538
JOUY EN JOSAS;87393512;Dimanche;2017.0;2017-04-23;C;De 6h à 10h;31
MASSY PALAISEAU;87393579;Dimanche;2017.0;2017-04-23;C;Après 20h;255
INVALIDES;87393033;Dimanche;2017.0;2017-04-23;C;De 6h à 10h;1899
LONGJUMEAU;87393611;JOB;2017.0;2017-04-25;C;De 16h à 20h;338
INVALIDES;87393033;Dimanche;2017.0;2017-04-23;C;Après 20h;1046
EGLY;87545475;Dimanche;2017.0;2017-04-23;C;De 10h à 16h;128
SAINT-OUEN L'AUMONE LIESSE;87337980;Samedi;2017.0;2017-04-22;C;Avant 6h;12
SAINT-MARTIN D'ETAMPES;87545350;JOB;2017.0;2017-04-25;C;De 6h à 10h;594
PEREIRE SAUSSURE;87991111;JOB;2017.0;2017-04-25;C;De 16h à 20h;1
MASSY VERRIERES;87383281;JOB;2017.0;2017-04-25;C;De 6h à 10h;295
SAINT-GRATIEN;87276170;JOB;2017.0;2017-04-25;C;De 16h à 20h;923
SAINT-CHERON;87545509;JOB;2017.0;2017-04-25;C;De 16h à 20h;191
MASSY VERRIERES;87383281;JOB;2017.0;2017-04-25;C;Avant 6h;11
GRAVIGNY BALIZY;87393645;JOB;2017.0;2017-04-25;C;Avant 6h;17
SERMAISE;87545517;JOB;2017.0;2017-04-25;C;De 6h à 10h;158
PETIT VAUX;87393652;JOB;2017.0;2017-04-25;C;Après 20h;9
BREUILLET VILLAGE;87545491;Samedi;2017.0;2017-04-22;C;De 6h à 10h;102
VITRY SUR SEINE;87545293;Samedi;2017.0;2017-04-22;C;Après 20h;463
PONT CARDINET;87381111;Dimanche;2017.0;2017-04-23;C;Après 20h;0
MUSEE D'ORSAY;87547307;Samedi;2017.0;2017-04-22;C;Après 20h;544
BRETIGNY;87545194;Dimanche;2017.0;2017-04-23;C;De 16h à 20h;1042
CERNAY;87276063;Samedi;2017.0;2017-04-22;C;Avant 6h;19
VERSAILLES RIVE GAUCHE - CHATEAU DE VERSAILLES;87393157;JOB;2017.0;2017-04-25;C;De 10h à 16h;3384
BREUILLET BRUYERES LE CHATEL;87545483;Samedi;2017.0;2017-04-22;C;Après 20h;33
JOUFFROY TOCQUEVILLE;87881111;JOB;2017.0;2017-04-25;C;De 16h à 20h;16
MONTIGNY BEAUCHAMP;87276089;JOB;2017.0;2017-04-25;C;Avant 6h;70
CHEMIN D'ANTONY;87546317;Samedi;2017.0;2017-04-22;C;Après 20h;17
IVRY SUR SEINE;87545301;JOB;2017.0;2017-04-25;C;Après 20h;484
CHAMARANDE;87545152;Samedi;2017.0;2017-04-22;C;De 6h à 10h;40
SAINT-CYR;87393223;JOB;2017.0;2017-04-25;C;De 16h à 20h;293
PONTOISE;87276139;JOB;2017.0;2017-04-25;C;De 16h à 20h;655
ACHERES GRAND CORMIER;87386052;Dimanche;2014.0;2014-05-18;A;Avant 6h;3
ACHERES GRAND CORMIER;87386052;Samedi;2014.0;2014-05-17;A;Avant 6h;4
ACHERES VILLE;87381657;Dimanche;2014.0;2014-05-18;A;De 10h à 16h;631
CERGY LE HAUT;87382655;Samedi;2014.0;2014-05-17;A;Avant 6h;93
SARTROUVILLE;87386417;JOB;2018.0;2018-03-27;A;Avant 6h;175
POISSY;87386573;JOB;2018.0;2018-03-27;A;De 10h à 16h;1514
SEVRAN BEAUDOTTES;87271445;Dimanche;2014.0;2014-03-30;B;De 10h à 16h;2731
AULNAY SOUS BOIS;87271411;Samedi;2014.0;2014-03-29;B;De 6h à 10h;4018
SEVRAN LIVRY;87271429;Dimanche;2014.0;2014-03-30;B;De 16h à 20h;1331
MITRY CLAYE;87271528;Samedi;2014.0;2014-03-29;B;De 10h à 16h;974
SEVRAN LIVRY;87271429;JOB;2014.0;2014-03-27;B;De 16h à 20h;1338
MITRY CLAYE;87271528;JOB;2014.0;2014-03-27;B;De 16h à 20h;1896
PARIS NORD;87271007;JOB;2014.0;2014-03-27;B;De 6h à 10h;54137
SEVRAN LIVRY;87271429;JOB;2014.0;2014-03-27;B;Avant 6h;336
DRANCY;87271403;JOB;2014.0;2014-03-27;B;De 6h à 10h;6214
AEROPORT CHARLES DE GAULLE 2 TGV;87001479;Dimanche;2014.0;2014-03-30;B;De 16h à 20h;4120
HOUILLES CARRIERES SUR SEINE;87386409;JOB;2018.0;2018-03-27;A;De 6h à 10h;10373
ACHERES GRAND CORMIER;87386052;Dimanche;2014.0;2014-05-18;A;De 10h à 16h;78
LE BLANC MESNIL;87271478;Dimanche;2014.0;2014-03-30;B;De 16h à 20h;689
NEUVILLE UNIVERSITE;87334482;JOB;2018.0;2018-03-27;A;De 10h à 16h;885
NEUVILLE UNIVERSITE;87334482;JOB;2018.0;2018-03-27;A;De 16h à 20h;746
LE BLANC MESNIL;87271478;Samedi;2014.0;2014-03-29;B;Avant 6h;105
PARIS NORD;87271007;Samedi;2014.0;2014-03-29;B;Avant 6h;1312
POISSY;87386573;Dimanche;2014.0;2014-05-18;A;Après 20h;404
DRANCY;87271403;Dimanche;2014.0;2014-03-30;B;Avant 6h;119
HOUILLES CARRIERES SUR SEINE;87386409;Samedi;2014.0;2014-05-17;A;Avant 6h;65
ACHERES GRAND CORMIER;87386052;Dimanche;2014.0;2014-05-18;A;De 16h à 20h;52
CERGY SAINT-CHRISTOPHE;87382499;Dimanche;2014.0;2014-05-18;A;Avant 6h;70
NEUVILLE UNIVERSITE;87334482;Samedi;2014.0;2014-05-17;A;De 6h à 10h;344
ACHERES GRAND CORMIER;87386052;JOB;2018.0;2018-03-27;A;De 16h à 20h;124
ACHERES GRAND CORMIER;87386052;JOB;2018.0;2018-03-27;A;Avant 6h;7
CERGY PREFECTURE;87381905;JOB;2018.0;2018-03-27;A;Après 20h;832
CERGY LE HAUT;87382655;JOB;2018.0;2018-03-27;A;De 16h à 20h;1005
POISSY;87386573;Samedi;2014.0;2014-05-17;A;Après 20h;526
POISSY;87386573;Dimanche;2014.0;2014-05-18;A;Avant 6h;62
AEROPORT CHARLES DE GAULLE 1;87271460;JOB;2014.0;2014-03-27;B;De 16h à 20h;3257
AEROPORT CHARLES DE GAULLE 1;87271460;Samedi;2014.0;2014-03-29;B;Avant 6h;67
VILLEPARISIS MITRY LE NEUF;87271510;Dimanche;2014.0;2014-03-30;B;Après 20h;370
LE BLANC MESNIL;87271478;JOB;2014.0;2014-03-27;B;De 16h à 20h;1178
SEVRAN LIVRY;87271429;Samedi;2014.0;2014-03-29;B;De 10h à 16h;3254
PARIS NORD;87271007;Samedi;2014.0;2014-03-29;B;De 16h à 20h;31081
VERT GALANT;87271437;Samedi;2014.0;2014-03-29;B;De 6h à 10h;1768
SEVRAN LIVRY;87271429;Dimanche;2014.0;2014-03-30;B;Avant 6h;103
VILLEPINTE;87271452;Dimanche;2014.0;2014-03-30;B;Avant 6h;76
VERT GALANT;87271437;Samedi;2014.0;2014-03-29;B;Avant 6h;184
HOUILLES CARRIERES SUR SEINE;87386409;Dimanche;2014.0;2014-05-18;A;De 6h à 10h;762
HOUILLES CARRIERES SUR SEINE;87386409;Samedi;2014.0;2014-05-17;A;De 16h à 20h;2310
CERGY SAINT-CHRISTOPHE;87382499;Dimanche;2014.0;2014-05-18;A;Après 20h;543
CONFLANS FIN D'OISE;87381459;Dimanche;2014.0;2014-05-18;A;De 6h à 10h;362
CONFLANS FIN D'OISE;87381459;Samedi;2014.0;2014-05-17;A;De 6h à 10h;606
CERGY LE HAUT;87382655;Dimanche;2014.0;2014-05-18;A;De 16h à 20h;1012
CERGY LE HAUT;87382655;Dimanche;2014.0;2014-05-18;A;Après 20h;446
SARTROUVILLE;87386417;JOB;2018.0;2018-03-27;A;De 10h à 16h;3484
CERGY PREFECTURE;87381905;JOB;2018.0;2018-03-27;A;Avant 6h;210
CERGY LE HAUT;87382655;Dimanche;2014.0;2014-05-18;A;Avant 6h;55
PARC DES EXPOSITIONS;87271486;Dimanche;2014.0;2014-03-30;B;De 6h à 10h;143
PARC DES EXPOSITIONS;87271486;Samedi;2014.0;2014-03-29;B;De 6h à 10h;155
PARC DES EXPOSITIONS;87271486;Dimanche;2014.0;2014-03-30;B;Après 20h;296
SEVRAN BEAUDOTTES;87271445;Dimanche;2014.0;2014-03-30;B;Après 20h;720
AULNAY SOUS BOIS;87271411;Samedi;2014.0;2014-03-29;B;Après 20h;2595
LE BLANC MESNIL;87271478;Samedi;2014.0;2014-03-29;B;Après 20h;602
VILLEPINTE;87271452;Dimanche;2014.0;2014-03-30;B;De 16h à 20h;660
PARIS NORD;87271007;Samedi;2014.0;2014-03-29;B;De 10h à 16h;38283
VERT GALANT;87271437;Dimanche;2014.0;2014-03-30;B;Avant 6h;85
DRANCY;87271403;Dimanche;2014.0;2014-03-30;B;De 6h à 10h;556
AEROPORT CHARLES DE GAULLE 2 TGV;87001479;JOB;2014.0;2014-03-27;B;De 6h à 10h;2311
VILLEPARISIS MITRY LE NEUF;87271510;Samedi;2014.0;2014-03-29;B;De 10h à 16h;1953
AULNAY SOUS BOIS;87271411;JOB;2014.0;2014-03-27;B;De 16h à 20h;7809
PARIS NORD;87271007;Dimanche;2014.0;2014-03-30;B;De 6h à 10h;10454
DRANCY;87271403;Samedi;2014.0;2014-03-29;B;Après 20h;1035
AEROPORT CHARLES DE GAULLE 2 TGV;87001479;Dimanche;2014.0;2014-03-30;B;De 6h à 10h;1826
AEROPORT CHARLES DE GAULLE 1;87271460;Samedi;2014.0;2014-03-29;B;De 6h à 10h;1184
LA COURNEUVE AUBERVILLIERS;87271304;Dimanche;2014.0;2014-03-30;B;De 6h à 10h;1798
LA PLAINE STADE DE FRANCE;87164798;Samedi;2014.0;2014-03-29;B;Après 20h;2097
LE BLANC MESNIL;87271478;Dimanche;2014.0;2014-03-30;B;De 6h à 10h;459
VILLEPINTE;87271452;Samedi;2014.0;2014-03-29;B;De 10h à 16h;986
MITRY CLAYE;87271528;Samedi;2014.0;2014-03-29;B;Avant 6h;35
LE BOURGET;87271395;Samedi;2014.0;2014-03-29;B;Avant 6h;469
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;JOB;2017.0;2017-04-25;C;De 16h à 20h;621
CHAMP DE MARS TOUR EIFFEL;87393058;JOB;2017.0;2017-04-25;C;De 6h à 10h;3529
VERSAILLES CHANTIERS;87393009;Samedi;2017.0;2017-04-22;C;De 16h à 20h;1015
CHEMIN D'ANTONY;87546317;Dimanche;2017.0;2017-04-23;C;De 10h à 16h;69
CHILLY MAZARIN;87393637;JOB;2017.0;2017-04-25;C;De 16h à 20h;485
CHAVILLE VELIZY;87393173;Dimanche;2017.0;2017-04-23;C;Avant 6h;3
CHOISY LE ROI;87545285;JOB;2017.0;2017-04-25;C;Avant 6h;598
ETRECHY;87545145;JOB;2017.0;2017-04-25;C;De 10h à 16h;192
CERNAY;87276063;Dimanche;2017.0;2017-04-23;C;Après 20h;57
CHANVAL;87661111;JOB;2017.0;2017-04-25;C;Après 20h;0
BREUILLET BRUYERES LE CHATEL;87545483;Dimanche;2017.0;2017-04-23;C;De 10h à 16h;142
PARC DES EXPOSITIONS;87271486;Dimanche;2014.0;2014-03-30;B;De 16h à 20h;618
AULNAY SOUS BOIS;87271411;Dimanche;2014.0;2014-03-30;B;De 10h à 16h;6330
SEVRAN BEAUDOTTES;87271445;Samedi;2014.0;2014-03-29;B;De 16h à 20h;2235
SEVRAN LIVRY;87271429;Dimanche;2014.0;2014-03-30;B;De 6h à 10h;730
VILLEPINTE;87271452;Samedi;2014.0;2014-03-29;B;De 16h à 20h;727
SEVRAN LIVRY;87271429;Samedi;2014.0;2014-03-29;B;Après 20h;610
MITRY CLAYE;87271528;Samedi;2014.0;2014-03-29;B;Après 20h;236
LE BOURGET;87271395;Dimanche;2014.0;2014-03-30;B;Avant 6h;221
DRANCY;87271403;Dimanche;2014.0;2014-03-30;B;Après 20h;785
CHAVILLE VELIZY;87393173;JOB;2017.0;2017-04-25;C;De 10h à 16h;548
CHOISY LE ROI;87545285;Dimanche;2017.0;2017-04-23;C;Après 20h;1071
HOUILLES CARRIERES SUR SEINE;87386409;Samedi;2014.0;2014-05-17;A;Après 20h;678
CERGY SAINT-CHRISTOPHE;87382499;JOB;2018.0;2018-03-27;A;De 6h à 10h;3479
CERGY SAINT-CHRISTOPHE;87382499;Samedi;2014.0;2014-05-17;A;Après 20h;695
BIBLIOTHEQUE FRANCOIS MITTERRAND;87328328;JOB;2017.0;2017-04-25;C;Après 20h;6011
CHAMP DE MARS TOUR EIFFEL;87393058;Dimanche;2017.0;2017-04-23;C;De 16h à 20h;2458
DOMMERVILLE CREDIT AGRICOLE;87332965;JOB;2017.0;2017-04-25;C;De 6h à 10h;13
VIROFLAY RIVE GAUCHE;87393215;Samedi;2017.0;2017-04-22;C;De 6h à 10h;386
GARE DE MONNERVILLE;87551111;Samedi;2017.0;2017-04-22;C;De 10h à 16h;0
CHILLY MAZARIN;87393637;Dimanche;2017.0;2017-04-23;C;De 10h à 16h;225
CHEMIN D'ANTONY;87546317;Dimanche;2017.0;2017-04-23;C;De 6h à 10h;26
SAINT-CHERON;87545509;Dimanche;2017.0;2017-04-23;C;De 10h à 16h;103
CHEMIN D'ANTONY;87546317;JOB;2017.0;2017-04-25;C;De 10h à 16h;161
CHEMIN D'ANTONY;87546317;Dimanche;2017.0;2017-04-23;C;Avant 6h;2
AEROPORT CHARLES DE GAULLE 2 TGV;87001479;JOB;2014.0;2014-03-27;B;De 16h à 20h;3322
AEROPORT CHARLES DE GAULLE 1;87271460;Samedi;2014.0;2014-03-29;B;De 16h à 20h;1480
HOUILLES CARRIERES SUR SEINE;87386409;Samedi;2014.0;2014-05-17;A;De 10h à 16h;3419
AULNAY SOUS BOIS;87271411;Samedi;2014.0;2014-03-29;B;Avant 6h;452
VERT GALANT;87271437;Dimanche;2014.0;2014-03-30;B;De 16h à 20h;1845
MITRY CLAYE;87271528;Dimanche;2014.0;2014-03-30;B;De 10h à 16h;499
LE BOURGET;87271395;Dimanche;2014.0;2014-03-30;B;De 16h à 20h;3370
SEVRAN LIVRY;87271429;JOB;2014.0;2014-03-27;B;De 6h à 10h;4920
LE BOURGET;87271395;JOB;2014.0;2014-03-27;B;De 16h à 20h;4720
SEVRAN LIVRY;87271429;JOB;2014.0;2014-03-27;B;Après 20h;345
LA PLAINE STADE DE FRANCE;87164798;JOB;2014.0;2014-03-27;B;Avant 6h;411
PARC DES EXPOSITIONS;87271486;JOB;2014.0;2014-03-27;B;De 16h à 20h;2700
AULNAY SOUS BOIS;87271411;Dimanche;2014.0;2014-03-30;B;De 6h à 10h;2076
ACHERES GRAND CORMIER;87386052;Samedi;2014.0;2014-05-17;A;Après 20h;21
SEVRAN BEAUDOTTES;87271445;JOB;2014.0;2014-03-27;B;De 16h à 20h;3103
SEVRAN BEAUDOTTES;87271445;JOB;2014.0;2014-03-27;B;De 6h à 10h;6180
SEVRAN BEAUDOTTES;87271445;Samedi;2014.0;2014-03-29;B;Avant 6h;326
DRANCY;87271403;Dimanche;2014.0;2014-03-30;B;De 10h à 16h;1774
LE BOURGET;87271395;JOB;2014.0;2014-03-27;B;De 6h à 10h;7265
POISSY;87386573;JOB;2018.0;2018-03-27;A;De 16h à 20h;2305
AEROPORT CHARLES DE GAULLE 1;87271460;JOB;2014.0;2014-03-27;B;De 10h à 16h;2693
LA PLAINE STADE DE FRANCE;87164798;Dimanche;2014.0;2014-03-30;B;De 10h à 16h;3477
LA COURNEUVE AUBERVILLIERS;87271304;Samedi;2014.0;2014-03-29;B;De 6h à 10h;3587
LA PLAINE STADE DE FRANCE;87164798;JOB;2014.0;2014-03-27;B;De 16h à 20h;12036
LA COURNEUVE AUBERVILLIERS;87271304;JOB;2014.0;2014-03-27;B;De 10h à 16h;4042
LA PLAINE STADE DE FRANCE;87164798;JOB;2014.0;2014-03-27;B;De 6h à 10h;4758
PARC DES EXPOSITIONS;87271486;JOB;2014.0;2014-03-27;B;Après 20h;258
LE BLANC MESNIL;87271478;JOB;2014.0;2014-03-27;B;Avant 6h;155
VILLEPINTE;87271452;JOB;2014.0;2014-03-27;B;De 6h à 10h;1435
VERT GALANT;87271437;JOB;2014.0;2014-03-27;B;Avant 6h;487
SAINTE-GENEVIEVE DES BOIS;87545210;Samedi;2017.0;2017-04-22;C;Après 20h;278
CHAMP DE MARS TOUR EIFFEL;87393058;JOB;2017.0;2017-04-25;C;Avant 6h;72
CHAVILLE VELIZY;87393173;JOB;2017.0;2017-04-25;C;De 6h à 10h;1798
CHOISY LE ROI;87545285;JOB;2017.0;2017-04-25;C;De 6h à 10h;10342
GENNEVILLIERS;87271205;Samedi;2017.0;2017-04-22;C;Avant 6h;22
CHILLY MAZARIN;87393637;JOB;2017.0;2017-04-25;C;Avant 6h;89
CHAMARANDE;87545152;Dimanche;2017.0;2017-04-23;C;Avant 6h;1
SAINT-CYR;87393223;Dimanche;2017.0;2017-04-23;C;Avant 6h;12
DOURDAN;87545525;JOB;2017.0;2017-04-25;C;De 6h à 10h;578
DOURDAN;87545525;JOB;2017.0;2017-04-25;C;Avant 6h;72
SAINT-OUEN L'AUMONE LIESSE;87337980;Samedi;2017.0;2017-04-22;C;De 16h à 20h;121
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;JOB;2017.0;2017-04-25;C;Avant 6h;117
CHAMP DE MARS TOUR EIFFEL;87393058;Dimanche;2017.0;2017-04-23;C;Après 20h;1527
CHAVILLE VELIZY;87393173;Dimanche;2017.0;2017-04-23;C;De 6h à 10h;111
ERMONT EAUBONNE;87276055;JOB;2017.0;2017-04-25;C;Avant 6h;62
VERSAILLES RIVE GAUCHE - CHATEAU DE VERSAILLES;87393157;Samedi;2017.0;2017-04-22;C;De 10h à 16h;3521
BREUILLET BRUYERES LE CHATEL;87545483;Samedi;2017.0;2017-04-22;C;De 6h à 10h;57
CHAMP DE MARS TOUR EIFFEL;87393058;JOB;2017.0;2017-04-25;C;Après 20h;1579
GARE DE MONNERVILLE;87551111;JOB;2017.0;2017-04-25;C;De 10h à 16h;0
VITRY SUR SEINE;87545293;Samedi;2017.0;2017-04-22;C;De 16h à 20h;1217
CHATEAU D'EAU;87331111;JOB;2017.0;2017-04-25;C;De 10h à 16h;1
MASSY VERRIERES;87383281;JOB;2017.0;2017-04-25;C;Après 20h;7
CHATEAU D'EAU;87331111;JOB;2017.0;2017-04-25;C;Après 20h;0
ETRECHY;87545145;JOB;2017.0;2017-04-25;C;De 16h à 20h;184
BRIGEOLLET;87111111;JOB;2017.0;2017-04-25;C;Après 20h;0
JOUFFROY TOCQUEVILLE;87881111;Dimanche;2017.0;2017-04-23;C;De 10h à 16h;4
SAINTE-GENEVIEVE DES BOIS;87545210;JOB;2017.0;2017-04-25;C;Avant 6h;180
PETIT JOUY LES LOGES;87393504;JOB;2017.0;2017-04-25;C;De 10h à 16h;59
PETIT JOUY LES LOGES;87393504;JOB;2017.0;2017-04-25;C;De 6h à 10h;113
MASSY VERRIERES;87383281;Dimanche;2017.0;2017-04-23;C;De 10h à 16h;76
MAROLLES EN HUREPOIX;87545186;JOB;2017.0;2017-04-25;C;Après 20h;26
CHAVILLE VELIZY;87393173;Samedi;2017.0;2017-04-22;C;De 6h à 10h;309
MUSEE D'ORSAY;87547307;Dimanche;2017.0;2017-04-23;C;Après 20h;266
SAVIGNY SUR ORGE;87545236;JOB;2017.0;2017-04-25;C;Avant 6h;328
SAINT-OUEN;87271247;Dimanche;2017.0;2017-04-23;C;Avant 6h;9
EPINAY SUR SEINE;87271148;Dimanche;2017.0;2017-04-23;C;De 16h à 20h;402
ERMONT EAUBONNE;87276055;Dimanche;2017.0;2017-04-23;C;De 16h à 20h;1164
PORCHEFONTAINE;87393165;JOB;2017.0;2017-04-25;C;De 10h à 16h;337
LES ARDOINES;87492108;Samedi;2017.0;2017-04-22;C;De 16h à 20h;674
LES GRESILLONS;87272146;JOB;2017.0;2017-04-25;C;Après 20h;274
JOUY EN JOSAS;87393512;JOB;2017.0;2017-04-25;C;Avant 6h;4
LARDY;87545160;Dimanche;2017.0;2017-04-23;C;Après 20h;4
PONTOISE;87276139;JOB;2017.0;2017-04-25;C;Avant 6h;74
LA NORVILLE SAINT-GERMAIN LES ARPAJON;87545459;Dimanche;2017.0;2017-04-23;C;De 10h à 16h;118
MAROLLES EN HUREPOIX;87545186;Dimanche;2017.0;2017-04-23;C;De 10h à 16h;181
MEUDON VAL FLEURY;87393082;Dimanche;2017.0;2017-04-23;C;De 6h à 10h;147
SAINT-MICHEL NOTRE DAME;87547315;JOB;2017.0;2017-04-25;C;Après 20h;5030
PLACE DU CARROUGE;87441111;JOB;2017.0;2017-04-25;C;De 16h à 20h;1
ROUTE DE MONNERVILLE;87332957;JOB;2017.0;2017-04-25;C;Après 20h;0
SAVIGNY SUR ORGE;87545236;JOB;2017.0;2017-04-25;C;Après 20h;462
BREUILLET VILLAGE;87545491;JOB;2017.0;2017-04-25;C;Avant 6h;33
LES ARDOINES;87492108;JOB;2017.0;2017-04-25;C;De 16h à 20h;1498
CHANVAL;87661111;Samedi;2017.0;2017-04-22;C;De 16h à 20h;0
PONT DU GARIGLIANO - HOPITAL EUROPEEN GEORGES POMPIDOU;87393322;JOB;2017.0;2017-04-25;C;De 16h à 20h;3329
LA NORVILLE SAINT-GERMAIN LES ARPAJON;87545459;JOB;2017.0;2017-04-25;C;Après 20h;43
